ScientificName,State,County,Town,Locality,Latitude,Longitude,Elevation,GPSOrMap,Date,HabitatType,Abundance,Distribution,PercentageCover,EvidenceOfReproduction,Reporter
Frangula alnus,MA,Worcester,Barre,Raccoon Hill WMA the section that lies on the north side of Dana Road,42.42394,-72.1896,795,GPS,9/15/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,James Wickis
Frangula alnus,MA,Worcester,Bolton,Bolton Flats WMA; parking lot to main road,0,0,0,Map,6/24/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Peter Alden
Frangula alnus,MA,Worcester,Boylston,Edge of wachusett Rervoir with stream through chopped over vegetation; 150 yards north of parking area for roadside cove,42.37472,-71.70806,0,Map,6/24/2004,Terrestrial,Single Plant,Single Plant,1-5%,No,Peter Alden
Frangula alnus,MA,Worcester,Harvard,Bare Hill Pond Town Beach,0,0,0,Map,8/6/2005,Terrestrial,Less than 20,Single Patch,1-5%,No,Mary Whitney
Frangula alnus,MA,Worcester,Harvard,Bare Hill Pond Town Beach,42.49194,-71.60556,0,Map,8/6/2005,Terrestrial,Less than 20,Multiple Patches,Less than 1%,No,Stephanie Parrish
Frangula alnus,MA,Worcester,Hubbardston,Hubbardston State Forest going SE from Barre Road.  The site of the invasive species was well into the forest.,42.44894,-72.01517,1030,GPS,6/26/2004,Terrestrial,Less than 20,Single Patch,6-25%,Yes,James Wickis
Frangula alnus,MA,Worcester,Hubbardston,Hubbardston State Forest difficult to find boundaries west side of Twin Hill Road; plot is approx. 800' from road on logging road,42.45444,-72.00631,934,GPS,6/26/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,No,James Wickis
Frangula alnus,MA,Worcester,Marlborough,Sudbury Reservoir off Parmenter Street Site ID 42071-c5-tm-025-e1/2-4,42.3225,-71.50806,0,Map,7/27/2004,Terrestrial,Less than 20,Dense Throughout,26-50%,Yes,Pam Helinek
Frangula alnus,MA,Worcester,Marlborough,Sudbury Reservoir off Parmenter Street Site ID 42071-c5-tm-025-e1/2-4,42.3225,-71.50806,0,Map,7/27/2004,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Pam Helinek
Frangula alnus,MA,Worcester,Marlborough,Sudbury Reservoir off Parmenter Street Site ID 42071-c5-tm-025-e1/2-4,42.3225,-71.50806,0,Map,7/27/2004,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Pam Helinek
Frangula alnus,MA,Worcester,Milford,East side of Louisa Lake from the lake edge to the old field/forest on the way to the town forest on both sides of the new bike path..,42.15675,-71.52019,314,GPS,8/24/2005,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,James Wickis
Frangula alnus,MA,Worcester,Petersham,Swift River Reservation Slab Ciry Tract a Trustees of Reservations property,42.46114,-72.1655,780,GPS,6/19/2008,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Wickis
Frangula alnus,ME,Cumberland,Cumberland,Bruce Hill Preserve at end of Henry Road,43.82819,-70.26622,425,GPS,6/12/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook Park off Tuttle Road Cumberland,43.785,-70.22861,115,GPS,9/29/2004,Terrestrial,20-99,Dense Throughout,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Tuttle Road entrance for Twin Brook Park Cumberland,43.78417,-70.23028,60,GPS,9/29/2004,Terrestrial,100-999,Dense Throughout,26-50%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook Park off Tuttle Road Cumberland,43.78694,-70.22861,106,GPS,9/29/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook Park entrance for these plots is off Tuttle Road.,43.78528,-70.22944,95,GPS,9/29/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook Park Tuttle Road entrance.  ,43.78639,-70.22778,81,GPS,9/29/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook used Tuttle Road entrance,43.78528,-70.22333,145,GPS,10/6/2004,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brook Recreation Center used Tuttle Road entrance,43.78444,-70.22167,109,GPS,10/6/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brooks Recreation Center off Tuttle Road,43.78333,-70.22111,127,GPS,10/6/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Cumberland,Twin Brooks Recreation Center off Tuttle Road ,43.78167,-70.22306,132,GPS,10/6/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Falmouth,Falmouth Town Forest,43.75872,-70.27456,130,GPS,5/31/2004,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Falmouth,Falmouth Town Forest  (Winn Rd and Field Rd),43.75942,-70.27489,135,GPS,5/31/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Falmouth,Corner of Winn Rd. and Fields Rd.,43.76064,-70.27967,155,GPS,5/31/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Falmouth,parking area for Blackstrap Preserve is near the intersection of Blackstrap and Mountain Roads,43.77661,-70.31739,152,GPS,6/21/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Freeport,Hedgehog Mtn. Recylcing Road entrance,43.86556,-70.12694,410,GPS,10/2/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Freeport,Audubon Mast Landing Sanctuary,43.86194,-70.08444,0,GPS,8/16/2005,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Freeport,LLBean Discovery School Lower Flying Point,43.83389,-70.04944,0,GPS,6/29/2005,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Freeport,Florida Lake Conservation Land off Griffin Road Rte. 125,43.90548,-70.08633,0,GPS,8/31/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Freeport,Florida Lake Conservation Land,43.90565,-70.08408,0,GPS,8/31/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Portland Water District Pumping Station,43.68178,-70.38406,0,GPS,7/7/2008,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,abandoned railroad grade converted to walking path off Libby Road,43.68278,-70.41518,0,GPS,7/7/2008,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,recreation trail on old railroad grade off Libby Road,43.68348,-70.40813,0,GPS,7/7/2008,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,recreation trail abandoned railroad grade off Libby Road,43.68326,-70.40392,0,GPS,7/7/2008,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,South Branch River where it crosses County Road,43.63831,-70.4291,0,GPS,7/9/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,where Stroudwater River crosses Deering Road,43.63833,-70.44685,0,GPS,7/15/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Shaw Park site of Gambo Gunpowder Mill,43.74678,-70.43945,0,GPS,7/11/2008,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Shaw Park,43.74639,-70.4408,0,GPS,7/11/2008,Terrestrial,Single Plant,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Mallison Falls Canoe Launch,43.72562,-70.4183,0,GPS,7/11/2008,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Snowmobile/ATV Trail off Mightly Road,43.7199,-70.46487,0,GPS,7/15/2008,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gorham,Snowmobile/ATV Trail off Mighty Road,43.71985,-70.46608,0,GPS,7/15/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Gray,Maine Wildlife Park near fish display entrance,44.0575,-70.52917,260,GPS,8/21/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Mary Whitney
Frangula alnus,ME,Cumberland,North Yarmouth,Bruce Hill Preserve at the end of Henry Road Cumberland,43.82956,-70.26597,420,GPS,6/12/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83583,-70.24,135,GPS,10/10/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83556,-70.23972,140,GPS,10/10/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83611,-70.23778,130,GPS,10/10/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83583,-70.23861,135,GPS,10/10/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83583,-70.24028,140,GPS,10/10/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,North Yarmouth,Yarmouth Reservoir off Sweetser Road,43.83472,-70.24139,155,GPS,10/10/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Stroudwater Trail,43.65722,-70.31667,0,GPS,9/7/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Stroudwater Trail,43.65806,-70.31667,0,GPS,9/7/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Stroudwater Trail,43.65667,-70.34139,0,GPS,9/7/2006,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Stroudwater Trail,43.65556,-70.32889,0,GPS,9/7/2006,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Stroudwater Trail,43.65722,-70.33639,0,GPS,9/7/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,43.66193,-70.31062,0,GPS,6/18/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,43.66253,-70.31123,0,GPS,6/18/2006,Terrestrial,20-99,Single Patch,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,43.66313,-70.31197,0,GPS,6/18/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,0,0,0,GPS,6/18/2006,Terrestrial,20-99,Single Patch,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,43.6645,-70.31737,0,GPS,6/18/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Sanctuary,43.66505,-70.31935,0,GPS,6/18/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Trail,43.49056,-70.30306,0,GPS,9/18/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Trail,49.6575,-70.3025,0,GPS,9/18/2006,Terrestrial,100-999,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Fore River Trail,43.65306,-70.29389,0,GPS,9/18/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Deering Oaks Park,43.66048,-70.27008,0,GPS,8/29/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Deering Oaks Park,43.6608,-70.27228,0,GPS,8/29/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Deering Oaks Park,43.66068,-70.27303,0,GPS,8/29/2006,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Deering Oaks Park,43.65963,-70.2758,0,GPS,8/29/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Back Cove Path,43.66663,-70.26268,0,GPS,8/8/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,Presumpscot River Preserve,43.72638,-70.28623,0,GPS,6/12/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Portland,University Park,43.68998,-70.28527,0,GPS,6/1/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Scarborough,Where Beech Ridge Road crosses the Nonesuch River,43.62769,-70.40874,0,GPS,7/9/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook, Westbrook Riverbank Trail,43.70294,-70.32475,0,GPS,6/17/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Trail,0,0,0,GPS,6/17/2006,Terrestrial,20-99,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Park,43.68057,-70.35425,0,GPS,6/13/2006,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,near Fraser Field,43.68237,-70.35388,0,GPS,6/13/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Park,43.68247,-70.35152,0,GPS,6/13/2006,Terrestrial,20-99,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Park,43.67907,-70.3596,0,GPS,6/14/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Park,43.67897,-70.36113,0,GPS,6/14/2006,Terrestrial,100-999,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Westbrook,Westbrook Riverbank Park,43.67935,-70.35867,0,GPS,6/14/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Windham,Mountain Division Trail accessed from Gambo Recreational Area Trailhead,43.74992,-70.43839,0,GPS,7/11/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Windham,Mountain Division Trail,43.75047,-70.44366,0,GPS,7/11/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Windham,Mountain Division Trail,43.75049,-70.44423,0,GPS,7/11/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Rte. 88 and the Royal River,43.79861,-70.17778,64,GPS,7/29/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Rte. 88 and the Royal River,43.79861,-70.17778,64,GPS,7/29/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The road to the boat launch is off Bayview just east of Rte. 295 fromerly Rte. 95.,43.79861,-70.17556,25,GPS,9/1/2004,Terrestrial,Single Plant,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The road to the boat launch is off Bayview just east of Rte. 295 formerly Rte. 95.,43.79889,-70.17472,45,GPS,9/1/2004,Terrestrial,100-999,Multiple Patches,51-75%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Off East Elm where it crosses the Royal River.,43.80694,-70.19028,94,GPS,9/4/2004,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Off E. Elm Street where road crosses the Royal River.,43.80639,-70.18944,86,GPS,9/4/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Off East Elm St. where street crosses the Royal River.,43.80528,-70.18917,94,GPS,9/4/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Off East Elm St. where street crosses the Royal River.,43.80444,-70.18778,53,GPS,9/4/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,East Elm St. where street crosses the Royal River.,43.80306,-70.18417,65,GPS,9/4/2004,Terrestrial,100-999,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,used Berryfield Road entrance to survey the northeast section of Pratt's Brook Park,43.83222,-70.17389,115,GPS,9/26/2004,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Used Berryfield Road entrance to survey the northeastern section of Pratt's Brook Park,43.83,-70.17361,153,GPS,9/25/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Used Berryfield Road entrance to survey the northeastern section of Pratt's Brook Park.,43.82972,-70.17306,288,GPS,9/25/2004,Terrestrial,100-999,Multiple Patches,26-50%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Used Berryfield Road entrance to survey the northeastern section of Pratt's Brook Park.,43.82806,-70.17056,201,GPS,9/25/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,Used Berryfield Road entrance to survey the northeastern part of Pratt's Brook Park.,43.82694,-70.17194,227,GPS,9/25/2004,Terrestrial,100-999,Dense Throughout,51-75%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The Ledge Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.82167,-70.18556,114,GPS,9/21/2004,Terrestrial,100-999,Dense Throughout,51-75%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The North Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.82278,-70.18417,96,GPS,9/21/2004,Terrestrial,100-999,Dense Throughout,51-75%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The North Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.82333,-70.18361,96,GPS,9/21/2004,Terrestrial,100-999,Multiple Patches,26-50%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The North Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.825,-70.18028,132,GPS,9/21/2004,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The North Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.825,-70.18306,107,GPS,9/21/2004,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Cumberland,Yarmouth,The North Road entrance was used to survey the southwestern section of Pratt's Brook Park.,43.82444,-70.18306,202,GPS,9/21/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Barbara Grunden
Frangula alnus,ME,Lincoln,Boothbay Harbor,Southport Island,43.795,-69.662,10,GPS,7/11/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Meredith Petrie
Frangula alnus,ME,Lincoln,Boothbay Harbor,Boothbay Harbor High School Penny Lake Preserve is the area of survey,43.86,-69.63,66,GPS,8/2/2006,Terrestrial,20-99,Evenly Sparse,1-5%,Yes,Meredith Petrie
Frangula alnus,ME,Lincoln,Dresden,On the property of Karen Stram along the Eastern River,44.07875,-69.75306,0,GPS,10/18/2008,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,ME,Lincoln,Southport,Capitol Island,43.821,-69.647,32,GPS,7/20/2005,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Meredith Petrie
Frangula alnus,ME,Lincoln,Southport,Capital Island,43.821,-69.647,32,GPS,7/20/2005,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Betty Wright
Frangula alnus,ME,Lincoln,Southport,Burnt Island; west side,43.825,-69.642,14,GPS,9/5/2006,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Meredith Petrie
Frangula alnus,ME,Lincoln,Southport,Burnt Island; east side,43.826,-69.64,40,GPS,9/5/2006,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Meredith Petrie
Frangula alnus,ME,Oxford,Fryeburg,across Saco River from a Girls Camp near Fryeburg fairgrounds.  Found while searching for a rare plant.,44.0295,-70.97761,404,GPS,8/18/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Oxford,Fryeburg,near Fiddlehead Campground along Saco River,44.06223,-70.93935,0,GPS,8/15/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,Penobscot,Etna,1/2 mile west of Rte 143 on Rte 69. South side of Rd.,44.78126,-69.10817,310,GPS,6/1/2006,Terrestrial,20-99,Multiple Patches,26-50%,Yes,Sally Butler
Frangula alnus,ME,Sagadahoc,Georgetown,Reid State Park,43.6,-69.722,5,GPS,7/20/2005,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Meredith Petrie
Frangula alnus,ME,Sagadahoc,Georgetown,Griffiths Head - Mile Beach,43.6,-69.722,0,GPS,7/21/2005,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Betty Wright
Frangula alnus,ME,York,Buxton,Near East Buxton off Spruce Swamp Road recreational trail along abandoned railroad bed,43.65287,-70.47805,0,GPS,7/15/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,York,Buxton,near East Buxton recreational trail off Spruce Swamp Road,43.65393,-70.47627,0,GPS,7/15/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,York,Buxton,East Buxton area recreational trail off Spruce Swamp Road,43.65362,-70.47684,0,GPS,7/15/2008,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,ME,York,Wells,Laudholm Farm,43.03517,-70.54583,9,GPS,5/27/2004,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Chris Mattrick
Frangula alnus,ME,York,Wells,Laudhom Farm,43.33808,-70.54588,0,GPS,5/27/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Chris Mattrick
Frangula alnus,ME,York,Wells,Research Reserve,43.33249,-70.54668,18,GPS,9/16/2008,Terrestrial,Single Plant,Single Plant,1-5%,Yes,Sarah Anne Treanor
Frangula alnus,ME,York,Wells,Green Brook Meadow Newhall Road,43.2992,-70.6641,0,GPS,10/3/2008,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Barbara Grunden
Frangula alnus,NH,Belknap,Tilton,Hunt Brook between Exxon Station and Mall on Laconia Road/Sunborn Road,43.45512,-71.56436,480,Map,9/7/2008,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Herbert Petschelt
Frangula alnus,NH,Belknap,Tilton,Hunt Brook between Exxon Station and Mall on Laconia Road/Sunborn Road,43.45519,-71.56395,480,Map,9/7/2008,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Herbert Petschelt
Frangula alnus,NH,Belknap,Tilton,Hunt Brook between Exxon Station and Mall on Laconia Road/Sunborn Road,43.45537,-71.56386,480,Map,9/7/2008,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Herbert Petschelt
Frangula alnus,NH,Belknap,Tilton,Hunt Brook between Exxon Station and Mall on Laconia Road/Sunborn Road,43.45573,-71.5646,480,Map,9/7/2008,Terrestrial,100-999,Multiple Patches,26-50%,Yes,Herbert Petschelt
Frangula alnus,NH,Belknap,Tilton,Hunt Brook between Exxon Station and Mall on Laconia Road/Sunborn Road,43.45601,-71.56524,480,Map,9/7/2008,Terrestrial,Less than 20,Single Patch,1-5%,Yes,Herbert Petschelt
Frangula alnus,NH,Cheshire,Keene,Keene - W,43.49194,-72.62778,991,GPS,8/30/2003,Terrestrial,Less than 20,Multiple Patches,6-25%,Yes,James Blake
Frangula alnus,NH,Cheshire,Nelson,Flood plain of Otter Brook - near Old Route 9,43.00019,-72.17088,1175,GPS,10/29/2002,Terrestrial,20-99,No Invasives,51-75%,Yes,Ralph Pope
Frangula alnus,NH,Cheshire,Stoddard,Nye Meadow,43.02835,-72.12321,1394,GPS,9/29/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,No,Ralph Pope
Frangula alnus,NH,Cheshire,Surry,Just north of the Town Hall on a quarry road and an abandoned road in the same area.,43.01687,-72.4,560,GPS,7/11/2005,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,James Blake
Frangula alnus,NH,Cheshire,Surry,The data was gathered at the Surry Mt. Recreational Area just off of 12A in Surry NH. North end of park.,43.00783,-72.31992,559,GPS,7/28/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,43072-a3-tm-025-W1/2.1 Hubbard Farms WMA ,43.08932,-72.43183,283,GPS,5/27/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,James Blake
